termID	termDef	totalTermGenes	totalTermSizeAA	nConvGenes	nConvSites	nDivGenes	nDivSites	totalMutatedGenes	funcClust
MP:0008969	abnormal nasolacrimal duct morphology	5	3003	0	0	1	1	1	vision
MP:0008970	choanal atresia	2	640	0	0	0	0	0	respiratory
MP:0008971	abnormal ethmoturbinate morphology	4	1404	0	0	0	0	0	respiratory
MP:0008972	ethmoturbinate hypoplasia	3	1176	0	0	0	0	0	respiratory
MP:0008973	decreased erythroid progenitor cell number	61	31382	5	6	5	7	8	blood
MP:0008974	proportional dwarf	19	10216	4	5	1	1	5	growth
MP:0008975	delayed male fertility	6	3139	0	0	2	4	2	reproduction
MP:0008976	delayed female fertility	10	5589	2	2	1	1	2	reproduction
MP:0008977	abnormal vagina size	9	2574	1	1	0	0	1	reproduction
MP:0008978	abnormal vagina weight	3	698	0	0	0	0	0	reproduction
MP:0008980	decreased vagina weight	1	482	0	0	0	0	0	reproduction
MP:0008983	small vagina	7	2358	1	1	0	0	1	reproduction
MP:0008984	vagina hypoplasia	2	800	0	0	0	0	0	reproduction
MP:0008985	hemimelia	3	1098	0	0	1	1	1	limb
MP:0008986	abnormal liver parenchyma morphology	170	92668	18	19	22	26	35	liver
MP:0008987	abnormal liver lobule morphology	161	88578	17	18	22	26	34	liver
MP:0008988	abnormal liver perisinusoidal space morphology	2	4332	0	0	0	0	0	liver
MP:0008989	abnormal liver sinusoid morphology	38	25139	6	7	4	5	9	cardiovascular
MP:0008991	abnormal bile canaliculus morphology	6	3253	0	0	1	1	1	liver
MP:0008992	abnormal portal lobule morphology	4	1863	2	2	0	0	2	liver
MP:0008993	abnormal portal triad morphology	4	1863	2	2	0	0	2	liver
MP:0008994	early vaginal opening	2	911	0	0	0	0	0	reproduction
MP:0008995	early reproductive senescence	20	8609	2	3	0	0	2	development
MP:0008996	abnormal blood osmolality	12	6360	2	2	3	5	4	homeostasis
MP:0008997	increased blood osmolality	11	6006	2	2	2	4	3	homeostasis
MP:0008998	decreased blood osmolality	1	715	1	1	1	1	1	homeostasis
MP:0008999	absent anus	5	2874	1	1	1	1	1	digestive
MP:0009001	absent hallux	1	192	0	0	0	0	0	limb
MP:0009003	abnormal vibrissa number	6	2222	1	1	1	2	1	skin
MP:0009004	progressive hair loss	13	6896	1	1	4	5	4	skin
MP:0009005	abnormal sesamoid bone of gastrocnemius morphology	3	751	0	0	0	0	0	limb
MP:0009006	prolonged estrous cycle	27	12305	4	6	3	4	6	reproduction
MP:0009007	short estrous cycle	3	1289	0	0	0	0	0	reproduction
MP:0009008	delayed estrous cycle	5	2982	1	1	1	3	2	reproduction
MP:0009009	absent estrous cycle	20	10490	2	3	2	2	4	reproduction
MP:0009010	abnormal diestrus	21	7519	2	3	2	3	3	reproduction
MP:0009011	prolonged diestrus	17	5810	2	3	2	3	3	reproduction
MP:0009012	short diestrus	2	688	0	0	0	0	0	reproduction
MP:0009013	abnormal proestrus	9	3219	0	0	0	0	0	reproduction
MP:0009014	prolonged proestrus	4	993	0	0	0	0	0	reproduction
MP:0009015	short proestrus	3	1551	0	0	0	0	0	reproduction
MP:0009016	abnormal estrus	18	7965	1	1	2	2	2	reproduction
MP:0009017	prolonged estrus	8	3117	0	0	1	1	1	reproduction
MP:0009018	short estrus	4	605	0	0	0	0	0	reproduction
MP:0009019	abnormal metestrus	7	1558	0	0	0	0	0	reproduction
MP:0009020	prolonged metestrus	5	933	0	0	0	0	0	reproduction
MP:0009021	absent estrus	5	3472	1	1	1	1	1	reproduction
MP:0009022	abnormal brain meninges morphology	12	6852	1	2	1	2	1	nervous
MP:0009023	abnormal spinal cord meninges morphology	2	141	0	0	0	0	0	nervous
MP:0009025	abnormal brain dura mater morphology	3	1481	0	0	0	0	0	nervous
MP:0009026	abnormal brain pia mater morphology	6	4635	1	2	1	2	1	nervous
MP:0009027	abnormal subarachnoid space morphology	5	1902	0	0	0	0	0	nervous
MP:0009037	abnormal subarachnoid space development	2	546	0	0	0	0	0	nervous
MP:0009038	decreased inferior colliculus size	10	4398	0	0	1	1	1	nervous
MP:0009039	absent inferior colliculus	6	2288	0	0	0	0	0	nervous
MP:0009040	absent superior colliculus	2	282	0	0	0	0	0	nervous
MP:0009041	absent colliculi	2	282	0	0	0	0	0	nervous
MP:0009043	increased pancreas adenoma incidence	8	4532	1	1	1	2	2	gland
MP:0009045	muscle tetany	1	4087	1	1	0	0	1	muscle
MP:0009046	muscle twitch	67	50458	16	20	8	11	20	muscle
MP:0009047	short metestrus	1	42	0	0	0	0	0	reproduction
MP:0009048	enlarged tectum	5	1507	0	0	0	0	0	nervous
MP:0009049	abnormal hallux morphology	2	434	0	0	0	0	0	limb
MP:0009050	dilated proximal convoluted tubules	23	12724	4	4	1	1	5	renal
MP:0009051	dilated distal convoluted tubules	7	2821	1	1	1	1	1	renal
MP:0009052	anal stenosis	5	2049	0	0	0	0	0	digestive
MP:0009053	abnormal anal canal morphology	31	12963	2	2	1	1	2	digestive
MP:0009054	absent anal canal	2	810	0	0	0	0	0	digestive
MP:0009055	abnormal internal anal sphincter morphology	2	448	0	0	0	0	0	muscle
MP:0009056	abnormal interleukin-21 secretion	7	1319	1	1	1	1	1	immune
MP:0009057	increased interleukin-21 secretion	2	760	0	0	0	0	0	immune
MP:0009058	decreased interleukin-21 secretion	5	559	1	1	1	1	1	immune
MP:0009062	impaired lectin complement pathway	1	378	0	0	0	0	0	immune
MP:0009063	abnormal oviduct size	9	3642	0	0	0	0	0	reproduction
MP:0009066	decreased oviduct weight	2	913	0	0	0	0	0	reproduction
MP:0009069	dilated oviduct	2	1062	0	0	0	0	0	reproduction
MP:0009070	small oviduct	7	2580	0	0	0	0	0	reproduction
MP:0009071	short oviduct	3	747	0	0	0	0	0	reproduction
MP:0009072	absent cranial vagina	5	1732	0	0	0	0	0	reproduction
MP:0009073	absent Wolffian ducts	4	1717	0	0	0	0	0	development
MP:0009074	Wolffian duct degeneration	3	943	0	0	0	0	0	development
MP:0009075	rudimentary Wolffian ducts	5	1757	0	0	0	0	0	development
MP:0009076	rudimentary Mullerian ducts	5	1909	0	0	0	0	0	development
MP:0009078	adrenal gland hyperplasia	4	3698	0	0	1	2	1	gland
MP:0009080	uterus inflammation	4	3271	0	0	3	4	3	immune
MP:0009081	thin uterus	9	4664	0	0	2	2	2	reproduction
MP:0009082	uterus cysts	8	4355	0	0	1	1	1	reproduction
MP:0009083	uterus hypertrophy	1	115	0	0	0	0	0	reproduction
MP:0009084	blind uterus	2	1222	0	0	0	0	0	reproduction
MP:0009085	abnormal uterine horn morphology	14	6143	0	0	2	3	2	reproduction
MP:0009087	dilated uterine horn	2	833	0	0	1	2	1	reproduction
MP:0009088	thin uterine horn	3	1592	0	0	1	1	1	reproduction
MP:0009089	short uterine horn	4	1700	0	0	0	0	0	reproduction
MP:0009090	myometrium hypoplasia	3	818	0	0	0	0	0	reproduction
MP:0009091	endometrium hypoplasia	4	1025	0	0	1	1	1	reproduction
MP:0009092	endometrium hyperplasia	13	8441	0	0	2	2	2	reproduction
MP:0009093	oocyte degeneration	7	1854	0	0	0	0	0	reproduction
MP:0009094	abnormal endometrial gland morphology	26	11341	1	1	3	3	4	reproduction
MP:0009095	abnormal endometrial gland number	18	7606	1	1	3	3	4	reproduction
MP:0009096	decreased endometrial gland number	7	3091	0	0	2	2	2	reproduction
MP:0009097	absent endometrial glands	8	2722	1	1	2	2	3	reproduction
MP:0009098	anovaginal fistula	1	583	0	0	0	0	0	reproduction
MP:0009099	abnormal uterine NK cell physiology	2	134	0	0	0	0	0	immune
MP:0009100	abnormal clitoris size	6	4399	0	0	2	2	2	reproduction
MP:0009101	clitoris hypoplasia	2	3105	0	0	1	1	1	reproduction
MP:0009102	abnormal glans penis morphology	14	7269	2	3	1	1	3	reproduction
MP:0009104	small penile bone	1	192	0	0	0	0	0	reproduction
MP:0009105	penis prolapse	1	922	0	0	0	0	0	reproduction
MP:0009106	abnormal pancreas size	55	26368	8	8	8	8	13	gland
MP:0009107	abnormal pancreas weight	22	9124	5	5	5	5	8	gland
MP:0009108	increased pancreas weight	14	4869	3	3	3	3	5	gland
MP:0009109	decreased pancreas weight	8	4255	2	2	2	2	3	gland
MP:0009110	pancreas hyperplasia	6	2261	1	1	1	1	2	gland
MP:0009111	pancreas hypoplasia	12	5679	1	1	0	0	1	gland
MP:0009112	abnormal pancreatic beta cell mass	38	19689	6	7	4	5	10	gland
MP:0009113	increased pancreatic beta cell mass	17	9246	3	3	1	1	4	gland
MP:0009114	decreased pancreatic beta cell mass	25	12777	3	4	4	5	7	gland
MP:0009115	abnormal fat cell morphology	164	84178	19	22	20	20	32	adipose
MP:0009116	abnormal brown fat cell morphology	49	27351	7	7	7	7	12	adipose
MP:0009117	abnormal white fat cell morphology	78	38660	10	12	9	9	15	adipose
MP:0009118	increased white fat cell size	19	9029	1	3	4	4	4	adipose
MP:0009119	increased brown fat cell size	5	1596	0	0	1	1	1	adipose
MP:0009120	abnormal white fat cell lipid droplet size	8	4587	2	2	3	3	4	adipose
MP:0009121	increased white fat cell lipid droplet size	2	1161	0	0	1	1	1	adipose
MP:0009122	decreased white fat cell lipid droplet size	6	3426	2	2	2	2	3	adipose
MP:0009123	abnormal brown fat cell lipid droplet size	23	10522	4	4	5	5	7	adipose
MP:0009124	increased brown fat cell lipid droplet size	12	5051	0	0	3	3	3	adipose
MP:0009125	decreased brown fat cell lipid droplet size	12	5909	4	4	2	2	4	adipose
MP:0009126	abnormal brown fat cell number	6	1940	1	1	1	1	2	adipose
MP:0009127	increased brown fat cell number	2	612	1	1	0	0	1	adipose
MP:0009128	decreased brown fat cell number	4	1328	0	0	1	1	1	adipose
MP:0009129	abnormal white fat cell number	15	6698	1	1	1	1	1	adipose
MP:0009130	increased white fat cell number	7	3142	1	1	1	1	1	adipose
MP:0009131	decreased white fat cell number	9	3629	0	0	0	0	0	adipose
MP:0009132	abnormal white fat cell size	60	32248	7	9	7	7	11	adipose
MP:0009133	decreased white fat cell size	42	24132	6	6	3	3	7	adipose
MP:0009134	abnormal brown fat lipid droplet number	9	6741	1	1	1	1	1	adipose
MP:0009135	abnormal brown fat cell size	15	10440	3	3	2	2	5	adipose
MP:0009136	decreased brown fat cell size	10	8844	3	3	1	1	4	adipose
MP:0009137	decreased brown fat lipid droplet number	7	6612	1	1	1	1	1	adipose
MP:0009139	failure of Mullerian duct regression	5	1968	0	0	0	0	0	development
MP:0009140	dilated efferent ductules of testis	4	1768	0	0	1	2	1	reproduction
MP:0009141	increased prepulse inhibition	42	17401	2	3	9	9	11	nervous
MP:0009142	decreased prepulse inhibition	95	41072	7	8	12	15	19	nervous
MP:0009143	abnormal pancreatic duct morphology	14	8360	1	1	1	1	2	gland
MP:0009144	dilated pancreatic duct	8	5691	1	1	1	1	2	gland
MP:0009145	abnormal pancreatic acinus morphology	42	20720	3	3	4	4	7	gland
MP:0009146	abnormal pancreatic acinar cell morphology	40	19632	3	3	4	4	7	gland
MP:0009147	abnormal pancreatic acinar cell physiology	1	628	0	0	0	0	0	gland
MP:0009148	pancreas necrosis	5	2367	0	0	1	1	1	gland
MP:0009149	decreased pancreatic acinar cell number	6	2938	0	0	0	0	0	gland
MP:0009150	pancreatic acinar cell atrophy	3	2027	0	0	1	1	1	gland
MP:0009151	increased pancreatic ductal adenocarcinoma incidence	8	5452	0	0	1	2	1	gland
MP:0009152	increased pancreatic intraepithelial neoplasia incidence	7	4351	2	2	0	0	2	gland
MP:0009153	increased pancreas tumor incidence	25	16246	4	4	3	5	7	gland
MP:0009154	pancreatic acinar hypoplasia	6	2866	0	0	0	0	0	gland
MP:0009155	pancreatic acinar hyperplasia	1	113	0	0	0	0	0	gland
MP:0009156	absent pancreatic acini	1	211	0	0	0	0	0	gland
MP:0009157	ectopic pancreatic acinar cells	1	14	0	0	0	0	0	gland
MP:0009159	increased pancreatic acinar cell number	3	2050	0	0	0	0	0	gland
MP:0009160	abnormal pancreatic acinar cell zymogen granule morphology	17	10173	2	2	1	1	3	gland
MP:0009161	pancreatic acinar cell zymogen granule accumulation	8	6539	1	1	1	1	2	gland
MP:0009162	absent pancreatic acinar cell zymogen granule	2	1354	0	0	0	0	0	gland
MP:0009163	absent pancreatic duct	2	1295	0	0	0	0	0	gland
MP:0009164	exocrine pancreas atrophy	5	2483	0	0	0	0	0	gland
MP:0009165	abnormal endocrine pancreas morphology	175	89153	21	23	17	20	35	gland
MP:0009166	abnormal pancreatic islet number	19	5313	0	0	0	0	0	gland
MP:0009167	increased pancreatic islet number	8	2286	0	0	0	0	0	gland
MP:0009168	decreased pancreatic islet number	11	3027	0	0	0	0	0	gland
MP:0009169	pancreatic islet hypoplasia	4	1285	0	0	1	1	1	gland
MP:0009170	abnormal pancreatic islet size	80	39616	8	8	9	9	17	gland
MP:0009171	enlarged pancreatic islets	51	28148	7	7	6	6	13	gland
MP:0009172	small pancreatic islets	34	13453	1	1	3	3	4	gland
MP:0009173	absent pancreatic islets	5	1268	0	0	0	0	0	gland
MP:0009174	absent pancreatic beta cells	6	2161	0	0	0	0	0	gland
MP:0009175	abnormal pancreatic beta cell differentiation	13	5887	0	0	0	0	0	gland
MP:0009176	increased pancreatic alpha cell number	20	8026	1	1	2	2	3	gland
MP:0009177	decreased pancreatic alpha cell number	16	7447	0	0	1	1	1	gland
MP:0009178	absent pancreatic alpha cells	6	2357	0	0	0	0	0	gland
MP:0009179	abnormal pancreatic alpha cell differentiation	3	1516	0	0	0	0	0	gland
MP:0009180	increased pancreatic delta cell number	4	1256	0	0	0	0	0	gland
MP:0009181	decreased pancreatic delta cell number	8	2223	0	0	1	1	1	gland
MP:0009182	absent pancreatic delta cells	1	184	0	0	0	0	0	gland
MP:0009183	abnormal pancreatic delta cell differentiation	1	677	0	0	0	0	0	gland
MP:0009184	abnormal PP cell morphology	6	2035	0	0	1	1	1	gland
MP:0009185	increased PP cell number	2	469	0	0	1	1	1	gland
MP:0009186	decreased PP cell number	4	1145	0	0	1	1	1	gland
MP:0009187	absent PP cells	1	256	0	0	1	1	1	gland
MP:0009188	abnormal PP cell differentiation	1	677	0	0	0	0	0	gland
MP:0009189	abnormal pancreatic epsilon cell morphology	5	1708	0	0	1	1	1	gland
MP:0009190	increased pancreatic epsilon cell number	2	562	0	0	0	0	0	gland
MP:0009191	decreased pancreatic epsilon cell number	1	256	0	0	1	1	1	gland
MP:0009193	abnormal pancreatic epsilon cell differentiation	1	677	0	0	0	0	0	gland
MP:0009195	abnormal PP cell physiology	1	705	1	1	1	2	1	gland
MP:0009198	abnormal male genitalia morphology	547	242386	63	80	74	99	118	reproduction
MP:0009199	abnormal external male genitalia morphology	39	20398	6	7	5	5	9	reproduction
MP:0009200	enlarged external male genitalia	1	359	0	0	0	0	0	reproduction
MP:0009201	external male genitalia atrophy	1	730	1	1	0	0	1	reproduction
MP:0009202	small external male genitalia	4	1799	1	1	0	0	1	reproduction
MP:0009203	external male genitalia hypoplasia	3	1069	0	0	0	0	0	reproduction
MP:0009204	absent external male genitalia	4	1556	0	0	0	0	0	reproduction
MP:0009205	abnormal internal male genitalia morphology	532	235051	60	76	72	97	114	reproduction
MP:0009206	absent internal male genitalia	1	240	0	0	0	0	0	reproduction
MP:0009207	internal male genitalia hypoplasia	2	690	0	0	0	0	0	reproduction
MP:0009208	abnormal female genitalia morphology	320	137941	23	27	42	52	58	reproduction
MP:0009209	abnormal internal female genitalia morphology	313	133103	23	27	41	51	57	reproduction
MP:0009210	absent internal female genitalia	1	240	0	0	0	0	0	reproduction
MP:0009211	absent external female genitalia	3	975	0	0	0	0	0	reproduction
MP:0009212	vulva atrophy	1	730	1	1	0	0	1	reproduction
MP:0009213	absent male inguinal canal	2	667	0	0	1	1	1	reproduction
MP:0009214	vas deferens hypoplasia	1	276	0	0	1	1	1	reproduction
MP:0009215	absent uterine horn	2	702	0	0	0	0	0	reproduction
MP:0009216	abnormal peritoneum morphology	5	2348	0	0	1	1	1	growth
MP:0009218	absent peritoneal vaginal process	1	210	0	0	1	1	1	growth
MP:0009219	increased prostate intraepithelial neoplasia incidence	19	12338	2	2	3	4	4	reproduction
MP:0009220	increased prostate gland adenocarcinoma incidence	17	9629	1	1	1	1	2	reproduction
MP:0009221	uterus adenomyosis	3	1037	0	0	0	0	0	reproduction
MP:0009222	increased uterus tumor incidence	18	8720	0	0	3	3	3	reproduction
MP:0009224	absent endometrium	1	382	0	0	0	0	0	reproduction
MP:0009226	small uterine cervix	3	648	0	0	0	0	0	reproduction
MP:0009227	uterine cervix hypoplasia	1	192	0	0	0	0	0	reproduction
MP:0009228	uterine cervix inflammation	1	607	0	0	0	0	0	immune
MP:0009229	abnormal neurohypophysis median eminence morphology	3	996	0	0	0	0	0	nervous
MP:0009230	abnormal sperm head morphology	70	28008	8	13	9	13	16	reproduction
MP:0009231	detached acrosome	11	3673	3	3	1	2	4	reproduction
MP:0009232	abnormal sperm nucleus morphology	16	4334	1	1	3	4	4	reproduction
MP:0009233	enlarged sperm head	5	1433	0	0	0	0	0	reproduction
MP:0009234	absent sperm head	6	3307	0	0	2	2	2	reproduction
MP:0009235	small sperm head	1	206	0	0	0	0	0	reproduction
MP:0009236	pinhead sperm	2	473	0	0	0	0	0	reproduction
MP:0009237	kinked sperm flagellum	21	8752	2	2	2	4	3	reproduction
MP:0009238	coiled sperm flagellum	17	6500	2	2	2	5	4	reproduction
MP:0009239	short sperm flagellum	8	3195	1	1	2	5	2	reproduction
MP:0009241	thick sperm flagellum	1	273	0	0	0	0	0	reproduction
MP:0009242	thin sperm flagellum	2	743	1	1	1	2	1	reproduction
MP:0009243	hairpin sperm flagellum	12	5782	3	4	3	6	4	reproduction
MP:0009244	abnormal acid-activated cation-mediated receptor currents	2	918	0	0	0	0	0	nervous
MP:0009245	caudal rachischisis	1	434	0	0	0	0	0	nervous
MP:0009246	pale spleen	5	1961	0	0	0	0	0	spleen
MP:0009247	meteorism	21	10944	3	3	2	5	4	digestive
MP:0009248	small caput epididymis	5	3347	2	3	2	3	3	reproduction
MP:0009249	enlarged caput epididymis	1	226	1	1	0	0	1	reproduction
MP:0009250	abnormal appendicular skeleton morphology	594	299919	54	60	71	82	107	skeleton
MP:0009251	enlarged endometrial glands	5	1876	0	0	1	1	1	reproduction
MP:0009252	absent urinary bladder	9	4249	0	0	0	0	0	renal
MP:0009253	abnormal sympathetic neuron physiology	3	917	1	2	0	0	1	nervous
MP:0009254	disorganized pancreatic islets	22	12822	3	3	3	4	5	gland
MP:0009255	degranulated pancreatic beta cells	2	647	0	0	0	0	0	gland
MP:0009256	enlarged corpus epididymis	1	226	1	1	0	0	1	reproduction
MP:0009257	dilated seminiferous tubules	9	2748	0	0	0	0	0	reproduction
MP:0009258	abnormal thymocyte apoptosis	49	22323	4	5	3	3	6	immune
MP:0009262	absent semicircular canal ampulla	1	320	0	0	0	0	0	hearing
MP:0009263	abnormal eyelid fusion	25	11261	2	2	6	7	6	vision
MP:0009264	failure of eyelid fusion	20	9279	1	1	5	6	5	vision
MP:0009265	delayed eyelid fusion	3	658	0	0	0	0	0	vision
MP:0009266	abnormal mesendoderm development	16	11554	2	2	0	0	2	development
MP:0009267	abnormal cerebellum fissure morphology	13	8500	2	2	1	1	3	nervous
MP:0009268	absent cerebellum fissure	4	2614	0	0	0	0	0	nervous
MP:0009269	decreased fat cell size	65	33935	8	8	5	5	10	adipose
MP:0009270	abnormal guard hair length	4	1687	0	0	1	1	1	skin
MP:0009271	increased guard hair length	1	201	0	0	0	0	0	skin
MP:0009272	decreased guard hair length	3	1486	0	0	1	1	1	skin
MP:0009273	abnormal hair shaft melanin granule shape	2	961	1	1	1	1	1	skin
MP:0009274	buphthalmos	10	6573	2	4	3	5	3	vision
MP:0009275	bruising	7	3125	2	3	2	3	3	cardiovascular
MP:0009276	ecchymosis	1	162	0	0	0	0	0	skin
MP:0009277	increased brain tumor incidence	23	10702	1	1	6	7	7	nervous
MP:0009278	abnormal bone marrow cell physiology	46	22427	4	4	6	8	8	blood
MP:0009280	reduced activated sperm motility	5	3531	0	0	3	6	3	reproduction
MP:0009282	reduced hyperactivated sperm motility	4	1866	0	0	2	6	2	reproduction
MP:0009283	decreased gonadal fat pad weight	40	15534	3	3	4	6	6	adipose
MP:0009284	abnormal sympathetic neuron innervation pattern	6	2305	0	0	1	1	1	nervous
MP:0009285	increased gonadal fat pad weight	31	11607	1	1	2	2	3	adipose
MP:0009286	increased abdominal fat pad weight	5	1678	0	0	1	1	1	adipose
MP:0009287	decreased abdominal fat pad weight	8	3687	0	0	1	1	1	adipose
MP:0009288	increased epididymal fat pad weight	21	14388	4	7	5	5	7	adipose
MP:0009289	decreased epididymal fat pad weight	46	21337	5	5	5	5	7	adipose
MP:0009291	decreased femoral fat pad weight	1	261	1	1	0	0	1	adipose
MP:0009292	increased inguinal fat pad weight	17	5145	0	0	0	0	0	adipose
MP:0009293	decreased inguinal fat pad weight	22	7689	2	2	3	3	3	adipose
MP:0009294	increased interscapular fat pad weight	11	4205	0	0	2	2	2	adipose
MP:0009295	decreased interscapular fat pad weight	13	8427	2	2	3	3	3	adipose
MP:0009296	increased mammary fat pad weight	2	732	0	0	0	0	0	adipose
